username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,tweet,hashtags
SossityX,,"Long Beach, CA",725,517,20933,2020-02-08 18:37:33,2020-12-10 03:42:02,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
MyMomologue,Starting the day like Mary Poppins. Ending like Lucille Bluth. Send coffee. Or wine. https://t.co/ubJDNtlPQr,Between naptime and bedtime.,1151,13119,23573,2015-07-23 15:45:11,2020-12-10 03:41:42,44,"Sci-fi novel idea: The year is 2020. You start your day by checking on the deadly airborne virus numbers in your area. Still spiking, better stay home. You scroll the news. Another day, another monolith. The earth is still dying. Elon Musk wants to race cars on the moon.",[]
Tyler_Rowland,"Husband, Father, and more than a Bean Counter.","Dallas, Texas",226,94,926,2009-08-19 01:26:53,2020-12-10 03:41:35,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
TNY_oldschool,Rennsiance man wrapped in mystery inside an enigma.,ATL,115,81,9963,2011-09-05 18:02:50,2020-12-10 03:41:10,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
DigitalDisruptr,#Innovation #DigitalStrategy #Speaker #DigitalTransformation #IoT #AI #ML,"San Francisco, CA",4495,3631,8340,2009-01-05 01:50:56,2020-12-10 03:41:06,1,"He's all yours, #Austin. We'll keep @Tesla in the bay area though, at least for now 🚘 https://t.co/U5xugjZ2KG via @svbizjournal","[{'text': 'Austin', 'indices': [32, 39]}]"
John_SWO,Dog lover | Movie & food connoisseur | Roller coaster & theme park enthusiast | Psalm 46:1 | All views are my own. | #Trump2020,"Kissimmee, FL",1248,137,12902,2011-12-02 01:09:28,2020-12-10 03:40:48,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Sarahharrison09,"truth seeker, thrill finder, and joke teller. missing that good ol' 2019, and determined to find any live music that will have me.",,423,157,1071,2020-02-20 13:48:47,2020-12-10 03:40:32,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
vannschaffner,#TCOT/Pathologist/Navy Medicine 1980-1992/ Parler @Pathman,"New Mexico, USA",15686,14327,230745,2008-11-14 13:58:52,2020-12-10 03:39:25,2,https://t.co/439sSOWNug - https://t.co/pCW4lMzQJf News Radio  - Elon Musk says he has moved to Texas because of Starship and Tesla Gigafactory https://t.co/XmapVX0szt - #abqfm #rockoftalk #ABQ #NM #tcot #nmpol #newsabq,[]
vannschaffner,#TCOT/Pathologist/Navy Medicine 1980-1992/ Parler @Pathman,"New Mexico, USA",15686,14327,230745,2008-11-14 13:58:52,2020-12-10 03:39:21,1,https://t.co/439sSOWNug - https://t.co/pCW4lMzQJf News Radio  - Elon Musk has left California and moved to Texas https://t.co/pXVVgFhkLz - #abqfm #rockoftalk #ABQ #NM #tcot #nmpol #newsabq,[]
SpinKahnCarolyn,"100%TRUMP & The Constitution, #BuildtheWall; Cats, Catholic (Christian), DAR, Author, stockbroker, medical transcriptionist, KAG, MAGA. #VoteTrump2020","North Carolina, USA",4918,2761,40819,2011-08-29 09:48:18,2020-12-10 03:38:52,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
2020stand1,San Francisco voters overwhelmingly approved what is believed to be the nation’s first tax aimed at combating pay inequity.,,154,14,9384,2020-10-22 17:58:49,2020-12-10 03:38:22,0,Elon Musk's Starship prototype makes a big impact https://t.co/nPjpGuJCwb,[]
jorgegarciagon3,,México,556,309,45452,2013-10-29 18:26:12,2020-12-10 03:38:15,82,"Elon Musk announced on Tuesday that he was moving to Texas, in a snub to California and its strong regulatory environment. The news added fuel to the longstanding rivalry between the nation’s two most populous states.
https://t.co/0ukeXeU1EG",[]
guy_mcdude,"#Resist #BLM #TrumpLost 
#BidenIsPresident #VPHarrisKicksAss
#ThankYouVeterans #HonestAsshole 
Still resisting, still hating tRump. 
#LoserTrump",ShitsVille USA,1138,509,35044,2020-09-04 20:28:42,2020-12-10 03:38:13,1,"Elon Musk's Starship prototype makes a big impact: US entrepreneur has launched the latest prototype of his Starship vehicle from Texas.
https://t.co/MWNIbCeGnG #science #ElonMusk #SpaceX",[]
shayken13,"Texan first, christian constitutional conservative, proud tea party supporter, reformed liberal #WalkAway #MAGA #KAG #FundTheWall #FightBack #Trump2020 #Resist","Texas, USA",15246,14016,197115,2013-03-05 16:28:52,2020-12-10 03:36:24,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
jdo05176116,,"Minot, ND",415,126,7536,2019-09-07 13:06:58,2020-12-10 03:36:17,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
GuyCommonsense,"Just a common citizen with common sense, critical thinking, and a believer in fair play, and American patriotic values.",,500,31,1469,2020-11-30 19:55:10,2020-12-10 03:35:30,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
MarkJGalindo45,,,524,160,1667,2020-07-06 18:24:23,2020-12-10 03:35:29,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
CodyGregg,Hank taught me just how to stay alive,,205,181,3343,2011-07-13 22:01:28,2020-12-10 03:35:13,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
yosoydecuba,CUBAN 4 TRUMP,,718,284,15067,2010-07-09 15:52:21,2020-12-10 03:34:58,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
InterCamSystems,,New York State,80,18,8270,2018-02-16 15:06:43,2020-12-10 03:34:31,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
nygard_stephen,- ISU ‘22 - BLHS ‘18 - Who Dat Nation - Σπ -,"Dallas, TX",121,83,230,2018-07-17 16:35:39,2020-12-10 03:34:28,1820,"BREAKING: Elon Musk: Bye, California, I’ve Moved To Texas https://t.co/28rld2Uan3 https://t.co/Zm5wk21YLT",[]
BillGilbride,Retired tv guy. Houdini user since v14. Always in search for a funny angle to life. My pronouns are AW FTV VTF && += *= sin cos rand promote attrib AND Render!!,Z10PE-D16ws,665,254,10567,2013-04-19 05:07:17,2020-12-10 03:34:20,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
minamaya13,Marketing/Biz 1st Class Hons BA. #Politics #Books. #Art. Vegan. Human /Indigenous Rights. #ClimateAction. Judge a society by how it treats its most vulnerable,#FBR Brit-Euro Humanist RESIST,67370,62225,158040,2009-07-06 11:40:14,2020-12-10 03:34:16,1,"Elon Musk's Starship prototype makes a big impact: US entrepreneur has launched the latest prototype of his Starship vehicle from Texas.
https://t.co/MWNIbCeGnG #science #ElonMusk #SpaceX","[{'text': 'science', 'indices': [161, 169]}, {'text': 'ElonMusk', 'indices': [170, 179]}, {'text': 'SpaceX', 'indices': [180, 187]}]"
PeLeif,,"Helsingborg, Sweden",2021,915,135917,2014-01-03 19:21:52,2020-12-10 03:34:13,1,"It was the highest and most elaborate flight yet for the rocketship that Elon Musk says could carry people to Mars in as little as six years.

https://t.co/uZevXBdnnp",[]
jwilliams0109,,,642,139,4588,2013-05-13 23:18:58,2020-12-10 03:34:09,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
RockCityOutlaw,Content Writer | Enthusiast of Artificial Intelligence | Hobbyist Photographer,Sri Lanka,282,746,18962,2016-02-13 04:23:59,2020-12-10 03:33:24,0,"I had a dream involving Elon Musk last night and then I woke up to the news of the launch of the Starship.

Strange.",[]
SEGA4EVA1,"“Let them hate, as long as they fear”","Hawaii, USA",1226,737,54229,2014-06-09 08:18:31,2020-12-10 03:32:27,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
HogDexter,🔋EV INNOVATOR🔋 Verified AI 🦔 FUTURE NEURALINK RECIPIENT #42 #TeslaEffect #DexterAi #DexterSwag #DexterPromo #NEURALINKEFFECT FOR ENTERTAINMENT PURPOSES,Milky Way,5001,4458,108677,2019-09-02 17:23:04,2020-12-10 03:32:06,0,"BREAKING NEWS: Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15  https://t.co/5iJQwKZXYd",[]
alb1974alb,,"Dawsonville, GA",246,16,1089,2011-12-11 04:40:59,2020-12-10 03:31:59,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
TouchDownXX,"A hero need not speak, when he is gone the world will speak for him-   Halo✨Believe✨",The Queen city        Est.1788,1342,831,74623,2015-01-08 23:00:21,2020-12-10 03:31:53,5,"Elon Musk plans to move Tesla's headquarters to Texas. 
https://t.co/c8E9LvScMi",[]
Danniirene,,"seminole, florida",61,34,3850,2009-04-23 03:16:02,2020-12-10 03:31:47,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
CherryGelo,Absolutely free reader,Ukraine Odessa,565,61,4244,2014-07-13 09:47:54,2020-12-10 03:31:37,82,"Elon Musk announced on Tuesday that he was moving to Texas, in a snub to California and its strong regulatory environment. The news added fuel to the longstanding rivalry between the nation’s two most populous states.
https://t.co/0ukeXeU1EG",[]
mlnangalama,"Alumni of University of Toronto, Trent University, UWC Lester B. Pearson. IT professional. Check my Linkedin profile. WhatsApp +15068716371","Moncton, Canada",2146,4286,1371483,2012-05-12 20:03:03,2020-12-10 03:31:34,0,via @PerilofAfrica #News SpaceX prototype rocket destroyed in explosive test launch: Elon Musk says SpaceX got all the data it needed for its programme to send people and cargo to the Moon and Mars. https://t.co/qkJmOZ5bAV https://t.co/k43bdso96K,"[{'text': 'News', 'indices': [19, 24]}]"
cigar68,"Love life, family and cigars.",Texas,1365,937,50699,2012-03-16 16:42:03,2020-12-10 03:31:32,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
ScottSffan3,Capitalist. Ex military.  Becoming more of a Conservative every day and defender of enlightenment values.  Anti woke. Just watching the left self destruct. 😎, Nevada to Alabama,803,239,1651,2015-06-15 18:08:33,2020-12-10 03:31:23,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
alameda1002,How can civilization become stable and creative enough for future generation to survive?👀🧠🤝🍀,Earth,117,8,2852,2010-06-23 10:25:58,2020-12-10 03:30:37,0,Elon Musk's Starship prototype makes a big impact https://t.co/AfvFGE3hlz,[]
justinyost,"Full-time software engineering manager, part-time educator, constant student, backpacker and disliker of the Oxford comma.","Las Vegas, NV",814,1626,80043,2007-07-18 20:09:04,2020-12-10 03:30:04,0,"Elon Musk's Starship prototype makes a big impact https://t.co/QZoY18vt2M It reached altitude, did a belly flop to a glide and control itself in the glide and flip back to attempt a full landing, failed the landing but did really well in basically everything else",[]
news6wkmg,Central Florida @CBSnews affiliate. Tweeting updates from News 6 and https://t.co/ykqybekznG.,"Orlando, FL",1571,140927,168517,2008-12-12 18:44:55,2020-12-10 03:30:00,0,"About 7 minutes after liftoff, Starship came back down to land but exploded upon impact and it was awesome! CEO Elon Musk and SpaceX are calling this epic test a success.
 https://t.co/fl0HRWwDal",[]
HotNewHipHop,"The #1 source for the hottest hip-hop songs, mixtapes, videos & news!!",,1510,1449571,374342,2009-03-12 21:02:26,2020-12-10 03:29:16,5,"Elon Musk plans to move Tesla's headquarters to Texas. 
https://t.co/c8E9LvScMi",[]
LarsLarsonShow,Honestly Provocative Talk Radio - email me: talk@larslarson.com. Find me on Parler @Larsradio,"Portland, Oregon",1364,30713,30260,2009-03-26 18:12:02,2020-12-10 03:29:14,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Melissa64261899,God fearing Momma & Patriot ❤️💞❤️🙏,,1918,641,5487,2019-11-06 03:27:20,2020-12-10 03:29:12,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
BWood05084505,"IT Specialist for NOAA. Interests include Server 2016/2019, Windows 10, Hyper-V, S2D, Clustering, SCCM, OS Deployment, MDT, Nested VMs, Azure, Windows Admin Ctr",,116,6,1690,2020-08-26 20:51:29,2020-12-10 03:28:54,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
LLFredrick,☼  MUSIC LOVER ☼ AMERICAN MOM,Florida,440,239,3729,2014-05-25 16:57:36,2020-12-10 03:28:01,0,"Elon Musk: Bye, California, I’ve Moved To Texas https://t.co/DR8JDD6aPm",[]
Codyonamission,Servant of Christ I Husband & Uncle I Lover of Life & Positive Thinker I Sales Consultant & Swing Trader,"Olive Branch, Mississippi",3478,1106,6168,2019-08-08 18:32:12,2020-12-10 03:27:54,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
PatAdams89,"Texas A&M ‘11
Airline Captain, Chicago Based
Love all things TEXAS
Live in PA",,491,271,7711,2010-10-12 18:48:29,2020-12-10 03:27:53,82,"Elon Musk announced on Tuesday that he was moving to Texas, in a snub to California and its strong regulatory environment. The news added fuel to the longstanding rivalry between the nation’s two most populous states.
https://t.co/0ukeXeU1EG",[]
foley_pete,"Innovator, Artist, Scientist, Photographer, Musician, Accountant, Blogger.  25 Yrs Innovation and Behavioral Science in the Fortune 50, now a consultant.",Ohio and Nevada,528,697,1977,2014-09-09 06:04:10,2020-12-10 03:26:10,0,"Is Elon Musk the da Vinci of our times?  Space, hyper fast trains, solar batteries, electric cars... He has missteps, but the courage to make public failure intrinsic to innovation is essential for truly disruptive innovation of a grand scale.  Kudos https://t.co/Vq7Zykhxsm",[]
schristakos,"Interests: Tesla | SpaceX | Beer | Xbox | DBZ 
YouTube: Garden Dad & My Electric Adventure","Austin, TX",633,1196,30220,2011-08-05 03:47:49,2020-12-10 03:25:34,1,"Lolz, author of this article urging @elonmusk to go to Whataburger at 2am to order the honey butter chicken biscuit in order to become 100% Texan
https://t.co/T8cc7so1n9",[]
tim45Prez,"Husband, father, hunter, American🇺🇸unapologetic conservative #MAGA#codeofvets https://t.co/LcPpUsea9k",,14542,16075,31516,2016-02-03 00:11:07,2020-12-10 03:25:25,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
neesietweets,#ProLife🇺🇸 #Trump2020 🇺🇸 #AmericaFirst 🇺🇸#BuildTheWall 🇺🇸#ImmigrationReform🇺🇸 #KAG 🇺🇸#Christian ✝️ IFB all #Patriots 🇺🇸 #MAGA🇺🇸,America🇺🇸,25895,25934,228900,2009-04-21 13:41:22,2020-12-10 03:25:07,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
ajinkyatemak,"17, This account was started in 2015 most of my followers are dead by now",Maharashtra,124,8692,101,2015-06-03 10:46:55,2020-12-10 03:24:53,11,It's a master class in effective leadership.  https://t.co/vU76dRzXDi,[]
